image_path,class_name,file_extension,width,height
Comprehensive Disaster Dataset(CDD)/Damaged_Infrastructure/Earthquake/05_02_0025.png,Damaged_Infrastructure,.png,276,183
Comprehensive Disaster Dataset(CDD)/Damaged_Infrastructure/Earthquake/05_02_0026.png,Damaged_Infrastructure,.png,299,168
Comprehensive Disaster Dataset(CDD)/Damaged_Infrastructure/Earthquake/05_02_0027.png,Damaged_Infrastructure,.png,275,183
Comprehensive Disaster Dataset(CDD)/Damaged_Infrastructure/Earthquake/05_02_0028.png,Damaged_Infrastructure,.png,275,183
Comprehensive Disaster Dataset(CDD)/Damaged_Infrastructure/Earthquake/05_02_0029.png,Damaged_Infrastructure,.png,300,168
Comprehensive Disaster Dataset(CDD)/Damaged_Infrastructure/Earthquake/05_02_0030.png,Damaged_Infrastructure,.png,275,183
Comprehensive Disaster Dataset(CDD)/Damaged_Infrastructure/Earthquake/05_02_0031.png,Damaged_Infrastructure,.png,275,183
Comprehensive Disaster Dataset(CDD)/Damaged_Infrastructure/Earthquake/05_02_0032.png,Damaged_Infrastructure,.png,259,194
Comprehensive Disaster Dataset(CDD)/Damaged_Infrastructure/Earthquake/05_02_0033.png,Damaged_Infrastructure,.png,275,183
Comprehensive Disaster Dataset(CDD)/Damaged_Infrastructure/Earthquake/05_02_0034.png,Damaged_Infrastructure,.png,300,168
Comprehensive Disaster Dataset(CDD)/Damaged_Infrastructure/Earthquake/05_02_0035.png,Damaged_Infrastructure,.png,284,177
Comprehensive Disaster Dataset(CDD)/Damaged_Infrastructure/Earthquake/05_02_0036.png,Damaged_Infrastructure,.png,275,183
Comprehensive Disaster Dataset(CDD)/Damaged_Infrastructure/Infrastructure/05_01_0001.png,Damaged_Infrastructure,.png,640,640
Comprehensive Disaster Dataset(CDD)/Damaged_Infrastructure/Infrastructure/05_01_0002.png,Damaged_Infrastructure,.png,1080,720
Comprehensive Disaster Dataset(CDD)/Damaged_Infrastructure/Infrastructure/05_01_0003.png,Damaged_Infrastructure,.png,1080,1080
Comprehensive Disaster Dataset(CDD)/Damaged_Infrastructure/Infrastructure/05_01_0004.png,Damaged_Infrastructure,.png,1080,1306
Comprehensive Disaster Dataset(CDD)/Damaged_Infrastructure/Infrastructure/05_01_0005.png,Damaged_Infrastructure,.png,1000,1000
Comprehensive Disaster Dataset(CDD)/Damaged_Infrastructure/Infrastructure/05_01_0006.png,Damaged_Infrastructure,.png,1080,1080
Comprehensive Disaster Dataset(CDD)/Damaged_Infrastructure/Infrastructure/05_01_0007.png,Damaged_Infrastructure,.png,1080,720
Comprehensive Disaster Dataset(CDD)/Damaged_Infrastructure/Infrastructure/05_01_0008.png,Damaged_Infrastructure,.png,830,830
Comprehensive Disaster Dataset(CDD)/Damaged_Infrastructure/Infrastructure/05_01_0009.png,Damaged_Infrastructure,.png,1080,1080
Comprehensive Disaster Dataset(CDD)/Damaged_Infrastructure/Infrastructure/05_01_0010.png,Damaged_Infrastructure,.png,320,192
Comprehensive Disaster Dataset(CDD)/Damaged_Infrastructure/Infrastructure/05_01_0011.png,Damaged_Infrastructure,.png,640,640
Comprehensive Disaster Dataset(CDD)/Damaged_Infrastructure/Infrastructure/05_01_0012.png,Damaged_Infrastructure,.png,1080,769
Comprehensive Disaster Dataset(CDD)/Damaged_Infrastructure/Infrastructure/05_01_0013.png,Damaged_Infrastructure,.png,719,719
Comprehensive Disaster Dataset(CDD)/Damaged_Infrastructure/Infrastructure/05_01_0014.png,Damaged_Infrastructure,.png,612,612
Comprehensive Disaster Dataset(CDD)/Damaged_Infrastructure/Infrastructure/05_01_0015.png,Damaged_Infrastructure,.png,1080,1080
Comprehensive Disaster Dataset(CDD)/Damaged_Infrastructure/Infrastructure/05_01_0016.png,Damaged_Infrastructure,.png,1080,1080
Comprehensive Disaster Dataset(CDD)/Damaged_Infrastructure/Infrastructure/05_01_0017.png,Damaged_Infrastructure,.png,1080,1080
Comprehensive Disaster Dataset(CDD)/Damaged_Infrastructure/Infrastructure/05_01_0018.png,Damaged_Infrastructure,.png,1080,724
Comprehensive Disaster Dataset(CDD)/Damaged_Infrastructure/Infrastructure/05_01_0019.png,Damaged_Infrastructure,.png,612,612
Comprehensive Disaster Dataset(CDD)/Damaged_Infrastructure/Infrastructure/05_01_0020.png,Damaged_Infrastructure,.png,1080,810
Comprehensive Disaster Dataset(CDD)/Damaged_Infrastructure/Infrastructure/05_01_0021.png,Damaged_Infrastructure,.png,1080,1080
Comprehensive Disaster Dataset(CDD)/Damaged_Infrastructure/Infrastructure/05_01_0022.png,Damaged_Infrastructure,.png,1080,1080
Comprehensive Disaster Dataset(CDD)/Damaged_Infrastructure/Infrastructure/05_01_0023.png,Damaged_Infrastructure,.png,1080,1080
Comprehensive Disaster Dataset(CDD)/Damaged_Infrastructure/Infrastructure/05_01_0024.png,Damaged_Infrastructure,.png,1080,1080
Comprehensive Disaster Dataset(CDD)/Damaged_Infrastructure/Infrastructure/05_01_0025.png,Damaged_Infrastructure,.png,1080,720
Comprehensive Disaster Dataset(CDD)/Damaged_Infrastructure/Infrastructure/05_01_0026.png,Damaged_Infrastructure,.png,640,640
Comprehensive Disaster Dataset(CDD)/Damaged_Infrastructure/Infrastructure/05_01_0027.png,Damaged_Infrastructure,.png,1080,1080
Comprehensive Disaster Dataset(CDD)/Damaged_Infrastructure/Infrastructure/05_01_0028.png,Damaged_Infrastructure,.png,1080,1080
Comprehensive Disaster Dataset(CDD)/Damaged_Infrastructure/Infrastructure/05_01_0029.png,Damaged_Infrastructure,.png,1080,864
Comprehensive Disaster Dataset(CDD)/Damaged_Infrastructure/Infrastructure/05_01_0030.png,Damaged_Infrastructure,.png,612,612
Comprehensive Disaster Dataset(CDD)/Damaged_Infrastructure/Infrastructure/05_01_0031.png,Damaged_Infrastructure,.png,1080,1080
Comprehensive Disaster Dataset(CDD)/Damaged_Infrastructure/Infrastructure/05_01_0032.png,Damaged_Infrastructure,.png,1080,1080
Comprehensive Disaster Dataset(CDD)/Damaged_Infrastructure/Infrastructure/05_01_0033.png,Damaged_Infrastructure,.png,935,898
Comprehensive Disaster Dataset(CDD)/Damaged_Infrastructure/Infrastructure/05_01_0034.png,Damaged_Infrastructure,.png,1080,1080
Comprehensive Disaster Dataset(CDD)/Damaged_Infrastructure/Infrastructure/05_01_0035.png,Damaged_Infrastructure,.png,768,768
Comprehensive Disaster Dataset(CDD)/Damaged_Infrastructure/Infrastructure/05_01_0036.png,Damaged_Infrastructure,.png,1080,644
Comprehensive Disaster Dataset(CDD)/Damaged_Infrastructure/Infrastructure/05_01_0037.png,Damaged_Infrastructure,.png,1080,720
Comprehensive Disaster Dataset(CDD)/Damaged_Infrastructure/Infrastructure/05_01_0038.png,Damaged_Infrastructure,.png,1080,1093
Comprehensive Disaster Dataset(CDD)/Damaged_Infrastructure/Infrastructure/05_01_0039.png,Damaged_Infrastructure,.png,1080,1080
Comprehensive Disaster Dataset(CDD)/Damaged_Infrastructure/Infrastructure/05_01_0040.png,Damaged_Infrastructure,.png,1080,809
Comprehensive Disaster Dataset(CDD)/Damaged_Infrastructure/Infrastructure/05_01_0041.png,Damaged_Infrastructure,.png,550,378
Comprehensive Disaster Dataset(CDD)/Damaged_Infrastructure/Infrastructure/05_01_0042.png,Damaged_Infrastructure,.png,1080,1080
Comprehensive Disaster Dataset(CDD)/Damaged_Infrastructure/Infrastructure/05_01_0043.png,Damaged_Infrastructure,.png,480,320
Comprehensive Disaster Dataset(CDD)/Damaged_Infrastructure/Infrastructure/05_01_0044.png,Damaged_Infrastructure,.png,1080,1080
Comprehensive Disaster Dataset(CDD)/Damaged_Infrastructure/Infrastructure/05_01_0045.png,Damaged_Infrastructure,.png,1080,720
Comprehensive Disaster Dataset(CDD)/Damaged_Infrastructure/Infrastructure/05_01_0046.png,Damaged_Infrastructure,.png,1080,1080
Comprehensive Disaster Dataset(CDD)/Damaged_Infrastructure/Infrastructure/05_01_0047.png,Damaged_Infrastructure,.png,640,640
Comprehensive Disaster Dataset(CDD)/Damaged_Infrastructure/Infrastructure/05_01_0048.png,Damaged_Infrastructure,.png,1080,809
Comprehensive Disaster Dataset(CDD)/Damaged_Infrastructure/Infrastructure/05_01_0049.png,Damaged_Infrastructure,.png,750,750
Comprehensive Disaster Dataset(CDD)/Damaged_Infrastructure/Infrastructure/05_01_0050.png,Damaged_Infrastructure,.png,936,702
Comprehensive Disaster Dataset(CDD)/Damaged_Infrastructure/Infrastructure/05_01_0051.png,Damaged_Infrastructure,.png,1080,810
Comprehensive Disaster Dataset(CDD)/Damaged_Infrastructure/Infrastructure/05_01_0052.png,Damaged_Infrastructure,.png,612,612
Comprehensive Disaster Dataset(CDD)/Damaged_Infrastructure/Infrastructure/05_01_0053.png,Damaged_Infrastructure,.png,1080,1080
Comprehensive Disaster Dataset(CDD)/Damaged_Infrastructure/Infrastructure/05_01_0054.png,Damaged_Infrastructure,.png,612,612
Comprehensive Disaster Dataset(CDD)/Damaged_Infrastructure/Infrastructure/05_01_0055.png,Damaged_Infrastructure,.png,1080,608
Comprehensive Disaster Dataset(CDD)/Damaged_Infrastructure/Infrastructure/05_01_0056.png,Damaged_Infrastructure,.png,1080,1080
Comprehensive Disaster Dataset(CDD)/Damaged_Infrastructure/Infrastructure/05_01_0057.png,Damaged_Infrastructure,.png,612,612
Comprehensive Disaster Dataset(CDD)/Damaged_Infrastructure/Infrastructure/05_01_0058.png,Damaged_Infrastructure,.png,1079,1079
Comprehensive Disaster Dataset(CDD)/Damaged_Infrastructure/Infrastructure/05_01_0059.png,Damaged_Infrastructure,.png,982,982
Comprehensive Disaster Dataset(CDD)/Damaged_Infrastructure/Infrastructure/05_01_0060.png,Damaged_Infrastructure,.png,1080,1080
Comprehensive Disaster Dataset(CDD)/Damaged_Infrastructure/Infrastructure/05_01_0061.png,Damaged_Infrastructure,.png,1080,1080
Comprehensive Disaster Dataset(CDD)/Damaged_Infrastructure/Infrastructure/05_01_0062.png,Damaged_Infrastructure,.png,803,800
Comprehensive Disaster Dataset(CDD)/Damaged_Infrastructure/Infrastructure/05_01_0063.png,Damaged_Infrastructure,.png,466,255
Comprehensive Disaster Dataset(CDD)/Damaged_Infrastructure/Infrastructure/05_01_0064.png,Damaged_Infrastructure,.png,612,612
Comprehensive Disaster Dataset(CDD)/Damaged_Infrastructure/Infrastructure/05_01_0065.png,Damaged_Infrastructure,.png,1080,1080
Comprehensive Disaster Dataset(CDD)/Damaged_Infrastructure/Infrastructure/05_01_0066.png,Damaged_Infrastructure,.png,1080,880
Comprehensive Disaster Dataset(CDD)/Damaged_Infrastructure/Infrastructure/05_01_0067.png,Damaged_Infrastructure,.png,640,640
Comprehensive Disaster Dataset(CDD)/Damaged_Infrastructure/Infrastructure/05_01_0068.png,Damaged_Infrastructure,.png,480,480
Comprehensive Disaster Dataset(CDD)/Damaged_Infrastructure/Infrastructure/05_01_0069.png,Damaged_Infrastructure,.png,612,612
Comprehensive Disaster Dataset(CDD)/Damaged_Infrastructure/Infrastructure/05_01_0070.png,Damaged_Infrastructure,.png,1080,1080
Comprehensive Disaster Dataset(CDD)/Damaged_Infrastructure/Infrastructure/05_01_0071.png,Damaged_Infrastructure,.png,1080,607
Comprehensive Disaster Dataset(CDD)/Damaged_Infrastructure/Infrastructure/05_01_0072.png,Damaged_Infrastructure,.png,720,479
Comprehensive Disaster Dataset(CDD)/Damaged_Infrastructure/Infrastructure/05_01_0073.png,Damaged_Infrastructure,.png,640,640
Comprehensive Disaster Dataset(CDD)/Damaged_Infrastructure/Infrastructure/05_01_0074.png,Damaged_Infrastructure,.png,640,640
Comprehensive Disaster Dataset(CDD)/Damaged_Infrastructure/Infrastructure/05_01_0075.png,Damaged_Infrastructure,.png,1080,1080
Comprehensive Disaster Dataset(CDD)/Damaged_Infrastructure/Infrastructure/05_01_0076.png,Damaged_Infrastructure,.png,1080,1350
Comprehensive Disaster Dataset(CDD)/Damaged_Infrastructure/Infrastructure/05_01_0077.png,Damaged_Infrastructure,.png,1080,1080
Comprehensive Disaster Dataset(CDD)/Damaged_Infrastructure/Infrastructure/05_01_0078.png,Damaged_Infrastructure,.png,612,612
Comprehensive Disaster Dataset(CDD)/Damaged_Infrastructure/Infrastructure/05_01_0079.png,Damaged_Infrastructure,.png,1080,810
Comprehensive Disaster Dataset(CDD)/Damaged_Infrastructure/Infrastructure/05_01_0080.png,Damaged_Infrastructure,.png,1080,1350
Comprehensive Disaster Dataset(CDD)/Damaged_Infrastructure/Infrastructure/05_01_0081.png,Damaged_Infrastructure,.png,1080,810
Comprehensive Disaster Dataset(CDD)/Damaged_Infrastructure/Infrastructure/05_01_0082.png,Damaged_Infrastructure,.png,720,479
Comprehensive Disaster Dataset(CDD)/Damaged_Infrastructure/Infrastructure/05_01_0083.png,Damaged_Infrastructure,.png,640,640
Comprehensive Disaster Dataset(CDD)/Damaged_Infrastructure/Infrastructure/05_01_0084.png,Damaged_Infrastructure,.png,612,612
Comprehensive Disaster Dataset(CDD)/Damaged_Infrastructure/Infrastructure/05_01_0085.png,Damaged_Infrastructure,.png,600,600
Comprehensive Disaster Dataset(CDD)/Damaged_Infrastructure/Infrastructure/05_01_0086.png,Damaged_Infrastructure,.png,1080,1350
Comprehensive Disaster Dataset(CDD)/Damaged_Infrastructure/Infrastructure/05_01_0087.png,Damaged_Infrastructure,.png,960,960
Comprehensive Disaster Dataset(CDD)/Damaged_Infrastructure/Infrastructure/05_01_0088.png,Damaged_Infrastructure,.png,1080,810
Comprehensive Disaster Dataset(CDD)/Damaged_Infrastructure/Infrastructure/05_01_0089.png,Damaged_Infrastructure,.png,1080,1080
Comprehensive Disaster Dataset(CDD)/Damaged_Infrastructure/Infrastructure/05_01_0090.png,Damaged_Infrastructure,.png,1080,608
Comprehensive Disaster Dataset(CDD)/Damaged_Infrastructure/Infrastructure/05_01_0091.png,Damaged_Infrastructure,.png,1080,810
Comprehensive Disaster Dataset(CDD)/Damaged_Infrastructure/Infrastructure/05_01_0092.png,Damaged_Infrastructure,.png,522,521
Comprehensive Disaster Dataset(CDD)/Damaged_Infrastructure/Infrastructure/05_01_0093.png,Damaged_Infrastructure,.png,1080,1080
Comprehensive Disaster Dataset(CDD)/Damaged_Infrastructure/Infrastructure/05_01_0094.png,Damaged_Infrastructure,.png,1080,720
Comprehensive Disaster Dataset(CDD)/Damaged_Infrastructure/Infrastructure/05_01_0095.png,Damaged_Infrastructure,.png,720,405
Comprehensive Disaster Dataset(CDD)/Damaged_Infrastructure/Infrastructure/05_01_0096.png,Damaged_Infrastructure,.png,1080,1073
Comprehensive Disaster Dataset(CDD)/Damaged_Infrastructure/Infrastructure/05_01_0097.png,Damaged_Infrastructure,.png,1080,639
Comprehensive Disaster Dataset(CDD)/Damaged_Infrastructure/Infrastructure/05_01_0098.png,Damaged_Infrastructure,.png,612,612
Comprehensive Disaster Dataset(CDD)/Damaged_Infrastructure/Infrastructure/05_01_0099.png,Damaged_Infrastructure,.png,960,960
Comprehensive Disaster Dataset(CDD)/Damaged_Infrastructure/Infrastructure/05_01_0100.png,Damaged_Infrastructure,.png,1080,1080
Comprehensive Disaster Dataset(CDD)/Damaged_Infrastructure/Infrastructure/05_01_0101.png,Damaged_Infrastructure,.png,480,356
Comprehensive Disaster Dataset(CDD)/Damaged_Infrastructure/Infrastructure/05_01_0102.png,Damaged_Infrastructure,.png,1032,581
Comprehensive Disaster Dataset(CDD)/Damaged_Infrastructure/Infrastructure/05_01_0103.png,Damaged_Infrastructure,.png,1080,810
Comprehensive Disaster Dataset(CDD)/Damaged_Infrastructure/Infrastructure/05_01_0104.png,Damaged_Infrastructure,.png,1080,606
Comprehensive Disaster Dataset(CDD)/Damaged_Infrastructure/Infrastructure/05_01_0105.png,Damaged_Infrastructure,.png,682,682
Comprehensive Disaster Dataset(CDD)/Damaged_Infrastructure/Infrastructure/05_01_0106.png,Damaged_Infrastructure,.png,630,481
Comprehensive Disaster Dataset(CDD)/Damaged_Infrastructure/Infrastructure/05_01_0107.png,Damaged_Infrastructure,.png,612,612
Comprehensive Disaster Dataset(CDD)/Damaged_Infrastructure/Infrastructure/05_01_0108.png,Damaged_Infrastructure,.png,1080,809
Comprehensive Disaster Dataset(CDD)/Damaged_Infrastructure/Infrastructure/05_01_0109.png,Damaged_Infrastructure,.png,640,640
Comprehensive Disaster Dataset(CDD)/Damaged_Infrastructure/Infrastructure/05_01_0110.png,Damaged_Infrastructure,.png,1080,1080
Comprehensive Disaster Dataset(CDD)/Damaged_Infrastructure/Infrastructure/05_01_0111.png,Damaged_Infrastructure,.png,1080,1080
Comprehensive Disaster Dataset(CDD)/Damaged_Infrastructure/Infrastructure/05_01_0112.png,Damaged_Infrastructure,.png,1080,1082
Comprehensive Disaster Dataset(CDD)/Damaged_Infrastructure/Infrastructure/05_01_0113.png,Damaged_Infrastructure,.png,640,640
Comprehensive Disaster Dataset(CDD)/Damaged_Infrastructure/Infrastructure/05_01_0114.png,Damaged_Infrastructure,.png,1080,810
Comprehensive Disaster Dataset(CDD)/Damaged_Infrastructure/Infrastructure/05_01_0115.png,Damaged_Infrastructure,.png,1080,1056
Comprehensive Disaster Dataset(CDD)/Damaged_Infrastructure/Infrastructure/05_01_0116.png,Damaged_Infrastructure,.png,1080,810
Comprehensive Disaster Dataset(CDD)/Damaged_Infrastructure/Infrastructure/05_01_0117.png,Damaged_Infrastructure,.png,1080,608
Comprehensive Disaster Dataset(CDD)/Damaged_Infrastructure/Infrastructure/05_01_0118.png,Damaged_Infrastructure,.png,524,427
Comprehensive Disaster Dataset(CDD)/Damaged_Infrastructure/Infrastructure/05_01_0119.png,Damaged_Infrastructure,.png,1080,1080
Comprehensive Disaster Dataset(CDD)/Damaged_Infrastructure/Infrastructure/05_01_0120.png,Damaged_Infrastructure,.png,800,800
Comprehensive Disaster Dataset(CDD)/Damaged_Infrastructure/Infrastructure/05_01_0121.png,Damaged_Infrastructure,.png,480,480
Comprehensive Disaster Dataset(CDD)/Damaged_Infrastructure/Infrastructure/05_01_0122.png,Damaged_Infrastructure,.png,640,640
Comprehensive Disaster Dataset(CDD)/Damaged_Infrastructure/Infrastructure/05_01_0123.png,Damaged_Infrastructure,.png,972,972
Comprehensive Disaster Dataset(CDD)/Damaged_Infrastructure/Infrastructure/05_01_0124.png,Damaged_Infrastructure,.png,612,612
Comprehensive Disaster Dataset(CDD)/Damaged_Infrastructure/Infrastructure/05_01_0125.png,Damaged_Infrastructure,.png,1080,720
Comprehensive Disaster Dataset(CDD)/Damaged_Infrastructure/Infrastructure/05_01_0126.png,Damaged_Infrastructure,.png,612,612
Comprehensive Disaster Dataset(CDD)/Damaged_Infrastructure/Infrastructure/05_01_0127.png,Damaged_Infrastructure,.png,1080,1349
Comprehensive Disaster Dataset(CDD)/Damaged_Infrastructure/Infrastructure/05_01_0128.png,Damaged_Infrastructure,.png,480,480
Comprehensive Disaster Dataset(CDD)/Damaged_Infrastructure/Infrastructure/05_01_0129.png,Damaged_Infrastructure,.png,1080,1080
Comprehensive Disaster Dataset(CDD)/Damaged_Infrastructure/Infrastructure/05_01_0130.png,Damaged_Infrastructure,.png,640,640
Comprehensive Disaster Dataset(CDD)/Damaged_Infrastructure/Infrastructure/05_01_0131.png,Damaged_Infrastructure,.png,1080,1080
Comprehensive Disaster Dataset(CDD)/Damaged_Infrastructure/Infrastructure/05_01_0132.png,Damaged_Infrastructure,.png,1080,718
Comprehensive Disaster Dataset(CDD)/Damaged_Infrastructure/Infrastructure/05_01_0133.png,Damaged_Infrastructure,.png,1080,1075
Comprehensive Disaster Dataset(CDD)/Damaged_Infrastructure/Infrastructure/05_01_0134.png,Damaged_Infrastructure,.png,1080,606
Comprehensive Disaster Dataset(CDD)/Damaged_Infrastructure/Infrastructure/05_01_0135.png,Damaged_Infrastructure,.png,1080,810
Comprehensive Disaster Dataset(CDD)/Damaged_Infrastructure/Infrastructure/05_01_0136.png,Damaged_Infrastructure,.png,981,981
Comprehensive Disaster Dataset(CDD)/Damaged_Infrastructure/Infrastructure/05_01_0137.png,Damaged_Infrastructure,.png,1080,1096
Comprehensive Disaster Dataset(CDD)/Damaged_Infrastructure/Infrastructure/05_01_0138.png,Damaged_Infrastructure,.png,480,278
Comprehensive Disaster Dataset(CDD)/Damaged_Infrastructure/Infrastructure/05_01_0139.png,Damaged_Infrastructure,.png,1080,608
Comprehensive Disaster Dataset(CDD)/Damaged_Infrastructure/Infrastructure/05_01_0140.png,Damaged_Infrastructure,.png,612,612
Comprehensive Disaster Dataset(CDD)/Damaged_Infrastructure/Infrastructure/05_01_0141.png,Damaged_Infrastructure,.png,1080,687
Comprehensive Disaster Dataset(CDD)/Damaged_Infrastructure/Infrastructure/05_01_0142.png,Damaged_Infrastructure,.png,1080,1080
Comprehensive Disaster Dataset(CDD)/Damaged_Infrastructure/Infrastructure/05_01_0143.png,Damaged_Infrastructure,.png,640,360
Comprehensive Disaster Dataset(CDD)/Damaged_Infrastructure/Infrastructure/05_01_0144.png,Damaged_Infrastructure,.png,618,618
Comprehensive Disaster Dataset(CDD)/Damaged_Infrastructure/Infrastructure/05_01_0145.png,Damaged_Infrastructure,.png,1080,1350
Comprehensive Disaster Dataset(CDD)/Damaged_Infrastructure/Infrastructure/05_01_0146.png,Damaged_Infrastructure,.png,640,640
Comprehensive Disaster Dataset(CDD)/Damaged_Infrastructure/Infrastructure/05_01_0147.png,Damaged_Infrastructure,.png,1080,1080
Comprehensive Disaster Dataset(CDD)/Damaged_Infrastructure/Infrastructure/05_01_0148.png,Damaged_Infrastructure,.png,810,810
Comprehensive Disaster Dataset(CDD)/Damaged_Infrastructure/Infrastructure/05_01_0149.png,Damaged_Infrastructure,.png,1080,1080
Comprehensive Disaster Dataset(CDD)/Damaged_Infrastructure/Infrastructure/05_01_0150.png,Damaged_Infrastructure,.png,720,480
Comprehensive Disaster Dataset(CDD)/Damaged_Infrastructure/Infrastructure/05_01_0151.png,Damaged_Infrastructure,.png,551,551
Comprehensive Disaster Dataset(CDD)/Damaged_Infrastructure/Infrastructure/05_01_0152.png,Damaged_Infrastructure,.png,666,499
Comprehensive Disaster Dataset(CDD)/Damaged_Infrastructure/Infrastructure/05_01_0153.png,Damaged_Infrastructure,.png,1080,1080
Comprehensive Disaster Dataset(CDD)/Damaged_Infrastructure/Infrastructure/05_01_0154.png,Damaged_Infrastructure,.png,1080,1080
Comprehensive Disaster Dataset(CDD)/Damaged_Infrastructure/Infrastructure/05_01_0155.png,Damaged_Infrastructure,.png,640,640
Comprehensive Disaster Dataset(CDD)/Damaged_Infrastructure/Infrastructure/05_01_0156.png,Damaged_Infrastructure,.png,1080,718
Comprehensive Disaster Dataset(CDD)/Damaged_Infrastructure/Infrastructure/05_01_0157.png,Damaged_Infrastructure,.png,873,873
Comprehensive Disaster Dataset(CDD)/Damaged_Infrastructure/Infrastructure/05_01_0158.png,Damaged_Infrastructure,.png,1080,720
Comprehensive Disaster Dataset(CDD)/Damaged_Infrastructure/Infrastructure/05_01_0159.png,Damaged_Infrastructure,.png,1080,720
Comprehensive Disaster Dataset(CDD)/Damaged_Infrastructure/Infrastructure/05_01_0160.png,Damaged_Infrastructure,.png,612,612
Comprehensive Disaster Dataset(CDD)/Damaged_Infrastructure/Infrastructure/05_01_0161.png,Damaged_Infrastructure,.png,612,612
Comprehensive Disaster Dataset(CDD)/Damaged_Infrastructure/Infrastructure/05_01_0162.png,Damaged_Infrastructure,.png,640,640
Comprehensive Disaster Dataset(CDD)/Damaged_Infrastructure/Infrastructure/05_01_0163.png,Damaged_Infrastructure,.png,1080,809
Comprehensive Disaster Dataset(CDD)/Damaged_Infrastructure/Infrastructure/05_01_0164.png,Damaged_Infrastructure,.png,1080,672
Comprehensive Disaster Dataset(CDD)/Damaged_Infrastructure/Infrastructure/05_01_0165.png,Damaged_Infrastructure,.png,1080,1350
Comprehensive Disaster Dataset(CDD)/Damaged_Infrastructure/Infrastructure/05_01_0166.png,Damaged_Infrastructure,.png,1080,1080
Comprehensive Disaster Dataset(CDD)/Damaged_Infrastructure/Infrastructure/05_01_0167.png,Damaged_Infrastructure,.png,640,640
Comprehensive Disaster Dataset(CDD)/Damaged_Infrastructure/Infrastructure/05_01_0168.png,Damaged_Infrastructure,.png,1000,667
Comprehensive Disaster Dataset(CDD)/Damaged_Infrastructure/Infrastructure/05_01_0169.png,Damaged_Infrastructure,.png,1080,720
Comprehensive Disaster Dataset(CDD)/Damaged_Infrastructure/Infrastructure/05_01_0170.png,Damaged_Infrastructure,.png,1080,1350
